1, 9.04368
2, 9.03888
3, 9.0428
4, 9.04083
5, 9.03992
6, 9.04161
7, 9.03816
8, 9.0418
9, 9.03949
10, 9.0935
11, 9.21653
12, 9.5636
13, 7.98825
14, 8.07504
15, 10.939
16, 18.9332
17, 22.9686
18, 23.8938
19, 24.3151
20, 24.7006
21, 24.5938
22, 24.7265
23, 24.9821
24, 24.9205
25, 24.9945
26, 25.2203
27, 25.1538
28, 25.1144
29, 25.3439
30, 25.3184
31, 25.1726
32, 25.3557
33, 25.3775
34, 25.2311
35, 25.4209
36, 25.5017
37, 25.4031
38, 25.5407
39, 25.5939
40, 25.4833
41, 25.5756
42, 25.6716
43, 25.484
44, 25.5552
45, 25.6709
46, 25.5259
47, 25.5804
48, 25.7069
49, 25.596
50, 25.6107
51, 25.7537
52, 25.664
53, 25.6507
54, 25.7754
55, 25.7077
56, 25.678
57, 25.8063
58, 25.7597
59, 25.7064
60, 25.8279
61, 25.7985
62, 25.7517
63, 25.8507
64, 25.8332
65, 25.7775
66, 25.8688
67, 25.8708
68, 25.8069
69, 25.8866
70, 25.8951
71, 25.8414
72, 25.8994
73, 25.9226
74, 25.8713
75, 25.9163
76, 25.9556
77, 25.8889
78, 25.9356
79, 25.9759
80, 25.9074
81, 26.0249
82, 25.9738
83, 25.9312
84, 26.0229
85, 25.999
86, 25.9567
87, 26.0409
88, 26.0193
89, 25.9768
90, 26.0607
91, 26.0464
92, 25.9965
93, 26.0737
94, 26.0691
95, 26.0148
96, 26.0853
97, 26.0867
98, 26.0369
99, 26.0945
100, 26.1081
101, 26.0541
102, 26.1026
103, 26.1236
104, 26.0812
105, 26.1143
106, 26.1409
107, 26.0924
108, 26.1329
109, 26.1585
110, 26.1075
111, 26.142
112, 26.1755
113, 26.1202
114, 26.1575
115, 26.1897
116, 26.137
117, 26.1736
118, 26.192
119, 26.154
120, 26.1798
121, 26.202
122, 26.1734
123, 26.1875
124, 26.212
125, 26.1841
126, 26.2002
127, 26.2252
128, 26.2015
129, 26.2083
130, 26.2422
131, 26.2118
132, 26.2145
133, 26.2534
134, 26.2234
135, 26.2232
136, 26.27
137, 26.2439
138, 26.2368
139, 26.2815
140, 26.2611
141, 26.2514
142, 26.2911
143, 26.2802
144, 26.2659
145, 26.2996
146, 26.2943
147, 26.2799
148, 26.3101
149, 26.3054
150, 26.292
151, 26.3184
152, 26.3163
153, 26.3034
154, 26.3246
155, 26.3293
156, 26.3084
157, 26.3282
158, 26.3372
159, 26.318
160, 26.3368
161, 26.3475
162, 26.3263
163, 26.3375
164, 26.36
165, 26.3392
166, 26.3422
167, 26.3674
168, 26.3463
169, 26.3516
170, 26.3729
171, 26.362
172, 26.3596
173, 26.3822
174, 26.3751
175, 26.3671
176, 26.3909
177, 26.385
178, 26.3818
179, 26.3985
180, 26.3978
181, 26.3915
182, 26.4054
183, 26.4086
184, 26.3973
185, 26.4105
186, 26.4147
187, 26.4095
188, 26.4168
189, 26.4231
190, 26.422
191, 26.4234
192, 26.4354
193, 26.4257
194, 26.4293
195, 26.4405
196, 26.4372
197, 26.434
198, 26.4484
199, 26.4479
200, 26.4492
201, 26.4568
202, 26.4629
203, 26.4627
204, 26.4653
205, 26.471
206, 26.4708
207, 26.4721
208, 26.4748
209, 26.4784
210, 26.4747
211, 26.4809
212, 26.4826
213, 26.4829
214, 26.4885
215, 26.4854
216, 26.4866
217, 26.4891
218, 26.49
219, 26.49
220, 26.4964
221, 26.4971
222, 26.4966
223, 26.5018
224, 26.503
225, 26.5047
226, 26.5095
227, 26.5118
228, 26.5116
229, 26.5161
230, 26.5196
231, 26.5221
232, 26.5273
233, 26.531
234, 26.5287
235, 26.5296
236, 26.5322
237, 26.5359
238, 26.5338
239, 26.5349
240, 26.5416
241, 26.5431
242, 26.5423
243, 26.5483
244, 26.5529
245, 26.5538
246, 26.5602
247, 26.5585
248, 26.561
249, 26.5662
250, 26.5726
251, 26.5746
252, 26.5743
253, 26.581
254, 26.5784
255, 26.5783
256, 26.5818
257, 26.582
258, 26.5838
259, 26.5848
260, 26.5865
261, 26.5849
